"Country","Source_S","Dest_S","IO_Coeff"
"France","Petroleum","Textile",0.41412
"France","Chemicals","Textile",6.99941
"France","Plastic","Textile",1.97216
"France","Minerals","Textile",0.16991
"France","Basic metals","Textile",0.00043
"France","Metal products","Textile",1.41199
"France","Machinery n.e.c","Textile",1.2865
"France","Office","Textile",0.07463
"France","Electrical","Textile",0.12657
"France","Communication","Textile",0.00964
"France","Medical","Textile",0.0905
"France","Auto","Textile",0.18431
"France","Other Transport","Textile",0
"France","Other","Textile",0.49573
"France","Electricity","Textile",3.5805
"France","Construction","Textile",0.54555
"France","Retail","Textile",19.33863
"France","Hotels","Textile",0.46862
"France","Land Transport","Textile",2.10553
"France","Water Transport","Textile",0.08781
"France","Air Transport","Textile",0.17762
"France","Aux Transport","Textile",1.71205
"France","Post","Textile",0.88934
"France","Finance","Textile",2.90244
"France","Real State","Textile",0.82884
"France","Renting Mach","Textile",0.44422
"France","Computer","Textile",1.50719
"France","R&D","Textile",0.53567
"France","Other Business","Textile",9.24821
"France","Public","Textile",2.12962
"France","Education","Textile",0.09803
"France","Health","Textile",0.01414
"France","Other services","Textile",0.12495
"France","Private","Textile",2.55e-05
"Germany","Agriculture","Textile",2.53679
"Germany","Mining","Textile",0.56222
"Germany","Food","Textile",0.42127
"Germany","Textile","Textile",27.86374
"Germany","Wood","Textile",0.20627
"Germany","Paper","Textile",3.08396
"Germany","Petroleum","Textile",0.64931
"Germany","Chemicals","Textile",12.48255
"Germany","Plastic","Textile",1.28846
"Germany","Minerals","Textile",0.81235
"Germany","Basic metals","Textile",0.19204
"Germany","Metal products","Textile",1.03019
"Germany","Machinery n.e.c","Textile",1.85688
"Germany","Office","Textile",0.2172
"Germany","Electrical","Textile",0.35294
"Germany","Communication","Textile",0.13578
"Germany","Medical","Textile",0.14161
"Germany","Auto","Textile",0.30835
"Germany","Other Transport","Textile",0.03469
"Germany","Other","Textile",0.64537
"Germany","Electricity","Textile",3.72228
"Germany","Construction","Textile",1.02518
"Germany","Retail","Textile",24.03631
"Germany","Hotels","Textile",0.28967
"Germany","Land Transport","Textile",2.81756
"Germany","Water Transport","Textile",0.21754
"Germany","Air Transport","Textile",0.25012
"Germany","Aux Transport","Textile",0.45451
"Germany","Post","Textile",0.72674
"Germany","Finance","Textile",2.42671
"Germany","Real State","Textile",1.26893
"Germany","Renting Mach","Textile",0.27832
"Germany","Computer","Textile",0.12661
"Germany","R&D","Textile",0.00597
"Germany","Other Business","Textile",6.24604
"Germany","Public","Textile",0.33426
"Germany","Education","Textile",0.00676
"Germany","Health","Textile",0.02918
"Germany","Other services","Textile",0.91532
"Germany","Private","Textile",1.23e-05
"Greece","Agriculture","Textile",6.98802
"Greece","Mining","Textile",0.02356
"Greece","Food","Textile",2.05603
"Greece","Textile","Textile",46.36438
"Greece","Wood","Textile",0.19429
"Greece","Paper","Textile",0.84281
"Greece","Petroleum","Textile",1.86583
"Greece","Chemicals","Textile",3.85987
"Greece","Plastic","Textile",1.37271
"Greece","Minerals","Textile",0.16716
"Greece","Basic metals","Textile",0.32443
"Greece","Metal products","Textile",0.61951
"Greece","Machinery n.e.c","Textile",1.52867
"Greece","Office","Textile",0.000498
"Greece","Electrical","Textile",0.72128
"Greece","Communication","Textile",0.01129
"Greece","Medical","Textile",0.00306
"Greece","Auto","Textile",0.13486
"Greece","Other Transport","Textile",0.05258
"Greece","Other","Textile",0.87737
"Greece","Electricity","Textile",3.27655
"Greece","Construction","Textile",2.36671
"Greece","Retail","Textile",16.16867
"Greece","Hotels","Textile",0.0986
"Greece","Land Transport","Textile",0.54417
"Greece","Water Transport","Textile",0.000227
"Greece","Air Transport","Textile",0.18219
"Greece","Aux Transport","Textile",0.02395
"Greece","Post","Textile",0.48832
"Greece","Finance","Textile",1.63923
"Greece","Real State","Textile",1.42056
"Greece","Renting Mach","Textile",0
"Greece","Computer","Textile",0.000506
"Greece","R&D","Textile",0.00587
"Greece","Other Business","Textile",5.50343
"Greece","Public","Textile",0.0814
"Greece","Education","Textile",0.00257
"Greece","Health","Textile",0.014
"Greece","Other services","Textile",0.17484
"Greece","Private","Textile",3.12e-06
"Hungary","Agriculture","Textile",1.73104
"Hungary","Mining","Textile",0.73376
"Hungary","Food","Textile",1.61256
"Hungary","Textile","Textile",43.37661
"Hungary","Wood","Textile",0.29917
"Hungary","Paper","Textile",2.32077
"Hungary","Petroleum","Textile",1.21193
"Hungary","Chemicals","Textile",8.05441
"Hungary","Plastic","Textile",2.15872
"Hungary","Minerals","Textile",0.17503
"Hungary","Basic metals","Textile",0.7104
"Hungary","Metal products","Textile",1.34053
"Hungary","Machinery n.e.c","Textile",1.93306
"Hungary","Office","Textile",0.0484
"Hungary","Electrical","Textile",0.29527
"Hungary","Communication","Textile",0.06135
"Hungary","Medical","Textile",0.26615
"Hungary","Auto","Textile",0.20349
"Hungary","Other Transport","Textile",0.01803
"Hungary","Other","Textile",0.51095
"Hungary","Electricity","Textile",4.72866
"Hungary","Construction","Textile",0.8776
"Hungary","Retail","Textile",10.19692
"Hungary","Hotels","Textile",0.35027
"Hungary","Land Transport","Textile",1.81451
"Hungary","Water Transport","Textile",0.01247
"Hungary","Air Transport","Textile",0.01158
"Hungary","Aux Transport","Textile",0.1714
"Hungary","Post","Textile",1.07764
"Hungary","Finance","Textile",2.30549
"Hungary","Real State","Textile",0.4104
"Hungary","Renting Mach","Textile",0.17638
"Hungary","Computer","Textile",0.22707
"Hungary","R&D","Textile",0.02113
"Hungary","Other Business","Textile",6.03772
"Hungary","Public","Textile",0.53297
"Hungary","Education","Textile",0.40375
"Hungary","Health","Textile",0.75562
"Hungary","Other services","Textile",2.82681
"Hungary","Private","Textile",1.18e-06
"India","Agriculture","Textile",18.31117
"India","Mining","Textile",0.23819
"India","Food","Textile",0.37047
"India","Textile","Textile",33.07705
"India","Wood","Textile",1.55441
"India","Paper","Textile",0.66217
"India","Petroleum","Textile",0.94417
"India","Chemicals","Textile",6.45179
"India","Plastic","Textile",1.07823
"India","Minerals","Textile",0.23466
"India","Basic metals","Textile",0.5662
"India","Metal products","Textile",0.46589
"India","Machinery n.e.c","Textile",1.17263
"India","Office","Textile",0.041
"India","Electrical","Textile",0.06953
"India","Communication","Textile",0.0053
"India","Medical","Textile",0.04972
"India","Auto","Textile",0.339
"India","Other Transport","Textile",0.12671
"India","Other","Textile",0.74368
"India","Electricity","Textile",7.24139
"India","Construction","Textile",0.31523
"India","Retail","Textile",10.1918
"India","Hotels","Textile",0.000691
"India","Land Transport","Textile",6.71525
"India","Water Transport","Textile",0.17568
"India","Air Transport","Textile",0.24226
"India","Aux Transport","Textile",0.59038
"India","Post","Textile",0.25292
"India","Finance","Textile",3.98539
"India","Real State","Textile",1.82867
"India","Renting Mach","Textile",0.02341
"India","Computer","Textile",0.03374
"India","R&D","Textile",0.00265
"India","Other Business","Textile",0.4414
"India","Public","Textile",0.01405
"India","Education","Textile",0.00228
"India","Health","Textile",0.000231
"India","Other services","Textile",1.37623
"India","Private","Textile",0.06437
"Indonesia","Agriculture","Textile",0.61741
"Indonesia","Mining","Textile",0.01534
"Indonesia","Food","Textile",0.6888
"Indonesia","Textile","Textile",68.31127
"Indonesia","Wood","Textile",0.33741
"Indonesia","Paper","Textile",0.61329
"Indonesia","Petroleum","Textile",0.8826
"Indonesia","Chemicals","Textile",12.64609
"Indonesia","Plastic","Textile",0.77105
"Indonesia","Minerals","Textile",0.08942
"Indonesia","Basic metals","Textile",0.0088
"Indonesia","Metal products","Textile",0.08271
"Indonesia","Machinery n.e.c","Textile",0.35482
"Indonesia","Office","Textile",0.02333
"Indonesia","Electrical","Textile",0.12991
"Indonesia","Communication","Textile",0
"Indonesia","Medical","Textile",0
"Indonesia","Auto","Textile",0.01
"Indonesia","Other Transport","Textile",0.00273
"Indonesia","Other","Textile",0.29128
"Indonesia","Electricity","Textile",0.69933
"Indonesia","Construction","Textile",0.22207
"Indonesia","Retail","Textile",5.37648
"Indonesia","Hotels","Textile",0.50191
"Indonesia","Land Transport","Textile",1.24175
"Indonesia","Water Transport","Textile",0.41262
"Indonesia","Air Transport","Textile",0.09473
"Indonesia","Aux Transport","Textile",0.36516
"Indonesia","Post","Textile",0.37377
"Indonesia","Finance","Textile",3.63227
"Indonesia","Real State","Textile",0.43804
"Indonesia","Renting Mach","Textile",0.18144
"Indonesia","Computer","Textile",0.03512
"Indonesia","R&D","Textile",0.07609
"Indonesia","Other Business","Textile",0.29265
"Indonesia","Public","Textile",0.00407
"Indonesia","Education","Textile",0.00831
"Indonesia","Health","Textile",0.0344
"Indonesia","Other services","Textile",0.13353
"Indonesia","Private","Textile",3.62e-06
"Ireland","Agriculture","Textile",2.56578
"Ireland","Mining","Textile",0.71241
"Ireland","Food","Textile",3.69026
"Ireland","Textile","Textile",38.57669
"Ireland","Wood","Textile",0.26668
"Ireland","Paper","Textile",1.6546
"Ireland","Petroleum","Textile",2.09826
"Ireland","Chemicals","Textile",10.81204
"Ireland","Plastic","Textile",2.14185
"Ireland","Minerals","Textile",3.24611
"Ireland","Basic metals","Textile",0.70206
"Ireland","Metal products","Textile",1.59245
"Ireland","Machinery n.e.c","Textile",2.23577
"Ireland","Office","Textile",0.3568
"Ireland","Electrical","Textile",0.01864
"Ireland","Communication","Textile",0.03178
"Ireland","Medical","Textile",0.06757
"Ireland","Auto","Textile",0.20875
"Ireland","Other Transport","Textile",0.000644
"Ireland","Other","Textile",1.14451
"Ireland","Electricity","Textile",3.15315
"Ireland","Construction","Textile",0.36826
"Ireland","Retail","Textile",9.08375
"Ireland","Hotels","Textile",0.31282
"Ireland","Land Transport","Textile",3.04222
"Ireland","Water Transport","Textile",0.00929
"Ireland","Air Transport","Textile",0.15873
"Ireland","Aux Transport","Textile",0.22385
"Ireland","Post","Textile",0.84764
"Ireland","Finance","Textile",2.2769
"Ireland","Real State","Textile",0.18712
"Ireland","Renting Mach","Textile",0.0041
"Ireland","Computer","Textile",0.27021
"Ireland","R&D","Textile",0
"Ireland","Other Business","Textile",4.79758
"Ireland","Public","Textile",1.03422
"Ireland","Education","Textile",0.08567
"Ireland","Health","Textile",0.05291
"Ireland","Other services","Textile",1.96794
"Ireland","Private","Textile",3.89e-06
"Italy","Agriculture","Textile",2.54322
"Italy","Mining","Textile",0.04474
"Italy","Food","Textile",3.22675
"Italy","Textile","Textile",42.69119
"Italy","Wood","Textile",0.08375
"Italy","Paper","Textile",1.04823
"Italy","Petroleum","Textile",0.31594
"Italy","Chemicals","Textile",5.34507
"Italy","Plastic","Textile",2.0653
"Italy","Minerals","Textile",0.17457
"Italy","Basic metals","Textile",0.19422
"Italy","Metal products","Textile",0.70784
"Italy","Machinery n.e.c","Textile",0.89913
"Italy","Office","Textile",0.0792
"Italy","Electrical","Textile",0.19942
"Italy","Communication","Textile",0.09428
"Italy","Medical","Textile",0.11521
"Italy","Auto","Textile",0.10678
"Italy","Other Transport","Textile",0.16098
"Italy","Other","Textile",0.43668
"Italy","Electricity","Textile",2.59102
"Italy","Construction","Textile",0.89587
"Italy","Retail","Textile",19.83997
"Italy","Hotels","Textile",0.97306
"Italy","Land Transport","Textile",4.20878
"Italy","Water Transport","Textile",0.1217
"Italy","Air Transport","Textile",0.58538
"Italy","Aux Transport","Textile",0.98455
"Italy","Post","Textile",0.39527
"Italy","Finance","Textile",1.34702
"Italy","Real State","Textile",1.61635
"Italy","Renting Mach","Textile",0.27981
"Italy","Computer","Textile",0.37265
"Italy","R&D","Textile",0.29949
"Italy","Other Business","Textile",3.5301
"Italy","Public","Textile",0.07601
"Italy","Education","Textile",0.04351
"Italy","Health","Textile",0.05433
"Italy","Other services","Textile",1.25262
"Italy","Private","Textile",2.17e-05
"Japan","Agriculture","Textile",1.58154
"Japan","Mining","Textile",0.03186
"Japan","Food","Textile",1.2574
"Japan","Textile","Textile",41.94835
"Japan","Wood","Textile",0.3055
"Japan","Paper","Textile",3.1506
"Japan","Petroleum","Textile",0.70222
"Japan","Chemicals","Textile",9.96302
"Japan","Plastic","Textile",2.3391
"Japan","Minerals","Textile",0.13959
"Japan","Basic metals","Textile",0.02868
"Japan","Metal products","Textile",0.64978
"Japan","Machinery n.e.c","Textile",0.30246
"Japan","Office","Textile",0
"Japan","Electrical","Textile",0.05476
"Japan","Communication","Textile",0.02929
"Japan","Medical","Textile",0.16939
"Japan","Auto","Textile",0.10293
"Japan","Other Transport","Textile",0
"Japan","Other","Textile",2.59538
"Japan","Electricity","Textile",2.94506
"Japan","Construction","Textile",0.56528
"Japan","Retail","Textile",12.82899
"Japan","Hotels","Textile",1.47979
"Japan","Land Transport","Textile",2.33762
"Japan","Water Transport","Textile",0.12408
"Japan","Air Transport","Textile",0.26694
"Japan","Aux Transport","Textile",0.76393
"Japan","Post","Textile",0.6831
"Japan","Finance","Textile",5.41755
"Japan","Real State","Textile",1.04953
"Japan","Renting Mach","Textile",0.88086
"Japan","Computer","Textile",0.64702
"Japan","R&D","Textile",0.80791
"Japan","Other Business","Textile",1.76064
"Japan","Public","Textile",0.14917
"Japan","Education","Textile",0.00387
"Japan","Health","Textile",0.19356
"Japan","Other services","Textile",1.74317
"Japan","Private","Textile",6.12e-05
"Korea","Agriculture","Textile",4.45112
"Korea","Mining","Textile",0.03344
"Korea","Food","Textile",5.58955
"Korea","Textile","Textile",46.76541
"Korea","Wood","Textile",0.04002
"Korea","Paper","Textile",1.76602
"Korea","Petroleum","Textile",1.14725
"Korea","Chemicals","Textile",15.17901
"Korea","Plastic","Textile",2.03052
"Korea","Minerals","Textile",0.10184
"Korea","Basic metals","Textile",0.03968
"Korea","Metal products","Textile",0.51121
"Korea","Machinery n.e.c","Textile",1.17264
"Korea","Office","Textile",0.01054
"Korea","Electrical","Textile",0.12192
"Korea","Communication","Textile",0.00538
"Korea","Medical","Textile",0.0236
"Korea","Auto","Textile",0.16224
"Korea","Other Transport","Textile",0.000424
"Korea","Other","Textile",0.87858
"Korea","Electricity","Textile",1.48837
"Korea","Construction","Textile",0.09813
"Korea","Retail","Textile",5.35733
"Korea","Hotels","Textile",1.32101
"Korea","Land Transport","Textile",1.04957
"Korea","Water Transport","Textile",0.18228
"Korea","Air Transport","Textile",0.16245
"Korea","Aux Transport","Textile",0.31501
"Korea","Post","Textile",0.27751
"Korea","Finance","Textile",5.55754
"Korea","Real State","Textile",0.7499
"Korea","Renting Mach","Textile",0.25423
